https://ratings.fide.com/images/flags/cn.svg,CHN
https://ratings.fide.com/images/flags/in.svg,IND
https://ratings.fide.com/images/flags/us.svg,USA
https://ratings.fide.com/images/flags/ru.svg,RUS
https://ratings.fide.com/images/flags/ua.svg,UKR
https://ratings.fide.com/images/flags/fr.svg,FRA
https://ratings.fide.com/images/flags/de.svg,GER
https://ratings.fide.com/images/flags/pl.svg,POL
https://ratings.fide.com/images/flags/az.svg,AZE
https://ratings.fide.com/images/flags/hu.svg,HUN
https://ratings.fide.com/images/flags/ge.svg,GEO
https://ratings.fide.com/images/flags/es.svg,ESP
https://ratings.fide.com/images/flags/nl.svg,NED
https://ratings.fide.com/images/flags/am.svg,ARM
https://ratings.fide.com/images/flags/uz.svg,UZB
https://ratings.fide.com/images/flags/kz.svg,KAZ
https://ratings.fide.com/images/flags/rs.svg,SRB
https://ratings.fide.com/images/flags/gb-eng.svg,ENG
https://ratings.fide.com/images/flags/il.svg,ISR
https://ratings.fide.com/images/flags/bg.svg,BUL
https://ratings.fide.com/images/flags/ro.svg,ROU
https://ratings.fide.com/images/flags/cz.svg,CZE
https://ratings.fide.com/images/flags/ir.svg,IRI
https://ratings.fide.com/images/flags/tr.svg,TUR
https://ratings.fide.com/images/flags/ar.svg,ARG
https://ratings.fide.com/images/flags/gr.svg,GRE
https://ratings.fide.com/images/flags/at.svg,AUT
https://ratings.fide.com/images/flags/ch.svg,SUI
https://ratings.fide.com/images/flags/cu.svg,CUB
https://ratings.fide.com/images/flags/no.svg,NOR
https://ratings.fide.com/images/flags/sk.svg,SVK
https://ratings.fide.com/images/flags/mn.svg,MGL
https://ratings.fide.com/images/flags/it.svg,ITA
https://ratings.fide.com/images/flags/si.svg,SLO
https://ratings.fide.com/images/flags/hr.svg,CRO
https://ratings.fide.com/images/flags/se.svg,SWE
https://ratings.fide.com/images/flags/vn.svg,VIE
https://ratings.fide.com/images/flags/pe.svg,PER
https://ratings.fide.com/images/flags/id.svg,INA
https://ratings.fide.com/images/flags/ca.svg,CAN
https://ratings.fide.com/images/flags/dk.svg,DEN
https://ratings.fide.com/images/flags/br.svg,BRA
https://ratings.fide.com/images/flags/co.svg,COL
https://ratings.fide.com/images/flags/lv.svg,LAT
https://ratings.fide.com/images/flags/lt.svg,LTU
https://ratings.fide.com/images/flags/be.svg,BEL
https://ratings.fide.com/images/flags/au.svg,AUS
https://ratings.fide.com/images/flags/mx.svg,MEX
https://ratings.fide.com/images/flags/ph.svg,PHI
https://ratings.fide.com/images/flags/ee.svg,EST
https://ratings.fide.com/images/flags/md.svg,MDA
https://ratings.fide.com/images/flags/fi.svg,FIN
https://ratings.fide.com/images/flags/ba.svg,BIH
https://ratings.fide.com/images/flags/is.svg,ISL
https://ratings.fide.com/images/flags/me.svg,MNE
https://ratings.fide.com/images/flags/pt.svg,POR
https://ratings.fide.com/images/flags/eg.svg,EGY
https://ratings.fide.com/images/flags/ie.svg,IRL
https://ratings.fide.com/images/flags/ve.svg,VEN
https://ratings.fide.com/images/flags/mk.svg,MKD
https://ratings.fide.com/images/flags/sg.svg,SGP
https://ratings.fide.com/images/flags/tm.svg,TKM
https://ratings.fide.com/images/flags/cl.svg,CHI
https://ratings.fide.com/images/flags/my.svg,MAS
https://ratings.fide.com/images/flags/by.svg,BLR
https://ratings.fide.com/images/flags/gb-sct.svg,SCO
https://ratings.fide.com/images/flags/bd.svg,BAN
https://ratings.fide.com/images/flags/ec.svg,ECU
https://ratings.fide.com/images/flags/kg.svg,KGZ
https://ratings.fide.com/images/flags/lu.svg,LUX
https://ratings.fide.com/images/flags/py.svg,PAR
https://ratings.fide.com/images/flags/ng.svg,NGR
https://ratings.fide.com/images/flags/za.svg,RSA
https://ratings.fide.com/images/flags/cr.svg,CRC
https://ratings.fide.com/images/flags/al.svg,ALB
https://ratings.fide.com/images/flags/nz.svg,NZL
https://ratings.fide.com/images/flags/dz.svg,ALG
https://ratings.fide.com/images/flags/bo.svg,BOL
https://ratings.fide.com/images/flags/uy.svg,URU
https://ratings.fide.com/images/flags/mc.svg,MNC
https://ratings.fide.com/images/flags/ma.svg,MAR
